N,Tweet,Negative,Neutral,Positive
14132,  Pucha que soy porfiado. Te lo estan diciendo lo mismo que votaron por ustedes. Como tan cabeza de piedra?,1,,
14133, Sea practica señora! Esa constitucion va a durar menos que un peo en un canasto. Ya sea porque la rechacen o que la aprueben. Va a provocar tal desastre a Chile y mas anarquia de la que hoy existe. No va a mejorar ninguna demanda de los chilenos. Ninguna.,1,,
14134, Carta a los que le escriben carta a los que escriben carta a los dioses. Se esta construyendo la casa de todos y todos puen opinar y aconsejar; mas aun los que votaron apruebos y se sienten que se esta desperdiciando una oportunidad historica solo por revanchimos y traumas,1,,
14135, Que independencia celwbran!!?? Otros 100 años mas bajo el comunismo de Putin,1,,
14136,  Posicion de choronga,1,,
14137,  Que mal gusto!! No hay alguien que asesore. Lavense el pelo a lo menos,1,,
14138, Que conste esta gente mas que destruir quiere evitar un bochorno historico que esta CC fracase y salga un borrador catastrofico. Aun asi se apruebe o rechace. Aca hay mucha gente importante que quiere salvarse ante la historia despues de haber votado apruebo.,1,,
14139,   Graciaz!! Pero si un delincuente me ataca lo ultimo que le voy a preguntat es si tiene marca paso,1,,
14140, Donde se adhiere,,1,
14141,    Esa constitucion va durar lo que dura un peo en un canasto,1,,
14142,    Mucho slogan,,,1
14143, La  independencia pero deoendencia al comunismo,1,,
14144, Votaron apruebo y no sabia que era pico en el ojo,1,,
14145, Se enojaron los dioses,1,,
14146,  Usted varia segun la direccion del viento,,1,
14147, Y si mejor aumentamos los ricos,,,1
14148, Haciéndose la victima,1,,
14149," Mentir mentir y mentir. Le dirán los acostumbrado panfletos las 7 familias, el machismo, los privilegios, la explotacion, la desigualdad y que el paraiso llegara con la nueva constitución.",1,,
14150, En  el norte la gente reconoce la cultura aymara y participa de ella pero de ahi que los aymara gobiernen ese territorios hay un eternidad de desvio. Es mas la zona altiplanica ya esta despoblada todos estan en la costa.,,1,
14151,  En Brasil con Bolsonaro los delincuentes venezolanos no tienen DDHH. Son ellos o el ciudadano. No existe el INDHH ni la defensora de la niñez,1,,
14152,  Atropellen de verdad a esa mierda y la tiran al mar,1,,
14153, Amigo no conteste y diga a la vuelta que se fue a un lugar sin conexion,,1,
14154,   Obvio esta todo calculado y dentro del equipo de propaganda comunista. La foto es una puesta em escena para manejar las emociones de los fanáticos comunista,1,,
14155,  Nada que ver!! El rechazo nada tiene que ver con la derecha. Los pinochetistas van rechazar porque siempre rechazaron. Los derechiste de centro rechazaran aunque aprobaron el cambio. La centro rechazaran porque ven irracionalidad refundacional ellos quieren cambios y asi sigue,1,,
14156, Buena noticia!!,,,1
14157, Que propuesta? Esa era la funcion de la CC para eso fueron elegidos y secles paga. El resto la va a rechazar o aprobar el borrador. Si se rechaza se siguen con la actual eso se supo de in principio.,,1,
14158, Que chucha tiene que ver una cosa con otra?? Su tragica vida ya fue demasiado con la dictadura y que la acusen de traidora. Traidora a que?,1,,
14159,  Donde se pueden comprar?,,1,
14160,   Y el veto del pueblo? No cuenta,,1,
14161, Ahi esta tu problema que votaras empujado por la emocion y no la razon,1,,
14162, Quiere decir que vamos bien!! A buena honrra ser amarillo,,,1
14163,  Y?? Piñera fue elegido tambien por mayoria sin embargo no se demoraron nada en derrocarlo. Ademas la constitucion es de todos y todos tenemos derecho a rechazar o aceptar lo que ustedes propongan en ese “BORRADOR”,1,,
14164,"Atencion  este mono venezolana se tira sobre los autos pata disimular atropello semáforo 🚦 de Grecia esq . Salvador reyes    Por favor difundir   
 
 
 
 ",1,,
14165,Tremenda Tere Marinovic. In discurso que denuncia los traumas de los constituyentes   ,1,,
14166,  Dictadura!,1,,
14167, Libertad de expresion!! Jamas nos acallaran dictadores de mierda!! Jamas,1,,
14168,Tremenda la Tere Marinovic este discurso quedara en la historia  ,,,1
14169,"  Unos con otro territorios se negaran ayuda.. los nortinos dicen que ellos producen sueldo de Chile, la zona central produce la agricultura no les dara una puta manzana y asi suma y sigue",1,,
14170, Podriamos perder toda la zona norte porque fue de Peru y Bolivia. Perderemos Chiloe porque era de los españoles. Vamos a perder toda los territorios australes porque era de los pinguinos. La isla de pascua la compramos a los asiaticos… Santiago es de la Machi Linconao etc,1,,
14171,"  Ella esta hablando por ella no sea odiosa. Hay gente que cree que Chile necesita una nueva constitución pero no una que empeores mas las cosas. Como otros, como yo, que siempre creyeron que el problema de Chile no esta en la constitucion. That is all.",1,,
14172," Fachos encubiertos, traidores al pueblo, desclasado, privilegiados, pinochetistas, asesinos, torturadores, machistas, misogenos, viejos vinagres etc son epítetos normales cuando la izquierda esta perdiendo la batalla de las ideas.",1,,
14173,  Pregunta?? La gente llevaba luces y ropa reflectante… eso ayuda a que te vean y reducir riesgo de atropello? Yo solo la uso los fin de semana no confio en los conductores de vehiculo. El 90% de los ciclistas no usa luces ni ropa reflectasteis. Si usan cascos.,,1,
14174, Cambios estructurale para pasarle por arriba a los acuerdos comerciales firmados y dejar la media caga,,1,
14175,  No faltan los weones que se las dan de sobre normal y encontrar bonito una wea de constitución que esta quedando como el pico para ir en contra de los demas..,1,,
14176,   Hay hombre embarazados?,,1,
14177, La nueva constitucion es una maraña burocrática que lejos de resolverle los problemas a los chilenos se los va a empeorar. El slogan que una nueva constitución  resolveria todo esta muerta ,1,,
14178, cualquier venezolano en las esquinas pidiendo limosna con niños. Para eso quiere la vieja qla de la destructora de la niñez que los dejen entrar? Para violarle sus derecho aca en Chile?,1,,
14179,Quiero ir a un bar donde no hayan Venezolanos csm gritando  ,1,,
14180, Deja de webiar! Ni tu te la crees. Que crees que somos ingenuos!! No mas politico correcto acuerdate que este proceso lo esta viendo la historia. Tu quedaras como imbecil!,1,,
14181, Una caga,,1,
14182, Absolutamente!! Ellos estan ciegos no espere nada,1,,
14183, Tipico de un cabeza de pelota!,1,,
14184, Que no lo expulsen!! Que siga hablando wea el viejo qlo ignorante. Si lo digo yo ignorante!!,1,,
14185,     Obvio que se dejo fotografiar,,,1
14186,   La diferencia que Piñera entiende lo que lee,,,1
14187,"  La verdad que me importa un rabano Boric. Esa foto es una puesta en escena para darsela de intelectual, otras se las da de Mujica u otra de Allende. Su gobierno sera rotundo fracaso de los peores en la historia de Chile porque pertenece a la peor generacion la mas fracasada.",1,,
14188, Venezolanos o colombianos csm!!,1,,
14189,  El estado regional va fabricar aviones?,,1,
14190, Entonces que no webee a los ricos!!,1,,
14191, Por eso que huyen en balsa pu!!,1,,
14192, Seguro que tambien le estan disparado o le estan tirando molotov como aca?,1,,
14193, Hermosa?? Todo Chile se va a quedar sin pega y se suponia que esto iba mejorar a la gente,,,1
14194,"Santiaguinos quejándose de los ruidos molestos por los extranjeros. Se toman la calle, hacen asado, tocan musica a alto volumen, consumen drogas, hacen ruidos con las motos etc. Anda decirle que corten el webeo!! Juan Ferdez",1,,
14195, Mucho slogan y cero contenido… es una constitucion no panfleto,,1,
14196, Regiones autonomas? Tai mas reweon. Hoy la araucania come por que el resto de los chilenos les da de comer. Que pasa si la zona norte se pone weona con eñ cobre y la zona central le niega vender agricultura se arma guerra civil!!,1,,
14197,   Cortenla con la tontera paridad de genero. Es mucho el fanatismo. Un juez hombre o mujer debe llegar por mérito y no por sexo solo eso garantizara una buena aplicación de la justicia.,,,1
14198, Esta bien el auto?,,1,
14199, Ojala no le pase nada al avion. No podemos perder un avion tan caro.,,,1
14200,"     Los zurdos son flojos y sucios, No se lavan ni la boca. Son rasca y mal hablado. Aparte de tontos y weones que cree que el parsiso existe.",1,,
14201, Hay que armar carpa frente a su casa y orinar y tocar musica a todo volumen. A ver si le gusta la wea,1,,
14202,Yo tambien soy amarillo a buena onda,,,1
14203, Entonxes deje de webiar el consumismo,1,,
14204,  De que va vivir Magallanes ?  Saco wea,,,1
14205, En que pais del mundo ocurre esto? Plurinacional,,1,
14206,  Sale ctm,1,,
14207, Los DDHH no existen en Bolivia en el gobierno del MAS,,1,
14208, Yo tambien quiero plata y tierra y no trabajar,1,,
14209,  Ingenuo!! Aun esperando,1,,
14210,  Rechazar es una opcion no terrorismo,1,,
14211, Mas estado plurinacional!! Distintas leyes para ellos. El derecho a todo y el chileno derecho a nada,,1,
14212, Por algo la quieren,,,1
14213, Ja ja ja !! Que ingenuo,1,,
14214,       Paso firme al precipicio,1,,
14215,Todos decían que había que esperar el pleno que ahi las cosas se discutían habría debate. Falso!  La izquierda ya desencadeno la destrucción del país y no parara ,1,,
14216,   De que le sirve. Si queremos ser competitivo con mejores sueldos aprendan ingles el resto es musica,,,1
14217, A yapu!! Esoeranza de que??,1,,
14218, No existe la justicia con apellido deja de ser justicia,1,,
14219, Si no originario mapuche se roba una vaca pero culpan a un originario mapuche que el se la robo. Los hechos ocurre en copiapo cual tribunal opera?,1,,
14220,  Y con esta constitución lo arreglaste segun tu. De eso se trataba pu amermelado de mejorar lo que teniamos.,1,,
14221, Nooo!! Decia si esto lo va resolver el pleno ahi estan los 2/3 y sera discutido habra negociaciones. Ahora van haber dos tribunales de justicia.  Te encargo el terrorismo y el robo de a animales y maquinas,1,,
14222, Venezolano qlo!!,1,,
14223,  Echen a esa mierda,1,,
14224,La  es como el libro 100 año de soledad donde cada personaje era un existencialismo extremo cada cual cree que el mundo es su propio mundo   Yo rechazo y no defiendo ,1,,
14225, Ximena Schott la que decia que el mar era de 7 familia y elle?,,1,
14226," Comunista ctm hablan de privilegios de los ricos, las tierras ancentrañes, libre de emigrar, sin frontera etc. Pura mierda siempre y cuando no les toque a ellos",1,,
14227, Esta claro que Jadue quiere tomarse el poder con la nueva constitucion,1,,
14228, Rechazo!! Dustinta justicia para uno y para otro. Eso no es real problema de Chile!!,1,,
14229,   Aunque sea un grupito pero viene haciendo demasiado ruido. Donde esta la mayoria bulliciosa que no lo hace callar de una vez?? O es que estan a la espera si salta la liebre?,1,,
14231, Muy pronto en punta arena ,,1,
14232,este es el dia mas triste para una Feminazi ,1,,
14233,Felicitaciones a Barrio Yungay ahora quiero ver como le van hacer mierda el lugar,1,,
14234,    Cuando maten a un Venezolano a palo ahi va intervenir Bachelet y Boric,1,,
14235, Eso son los jueces de izquierda!!,1,,
14236, Despues del 18O Chile se fue la mierda. Gracias al comunismo que gobernara a partir 11 Marzo,1,,
14237,Hola   camioneros y # Antofagasta aquí la diputada que ustedes votaron Catalina Perez les dice que la wea que ustedes propusieron  estado de excepción no sirve ,1,,
14238, Ahora aparecio esta weona pelo teñido. Si Sabia la solucion para  que hable con los camioneros,1,,
14239, ayudemos con in RT ,,1,
14240,   Que se querellen?? Hay videos de Florencia Lagos,,1,
14241, Donde esta el delito?,,1,
14242, Por 8 millones hasta Fredy Stock se comio a la Cariola.,,1,
14243, A yapu!! 38 estaciones quemadas y no fue concertada. Para encender una parrilla uno se demora ( promedio Chileno) 40 minutos. Esa wea ardio en un minuto,1,,
14244, Ja ja ja !! Que bueno saberlo. Tengo mas que esa edad y cada dia que trabajo mi motivacion es la misma desde hace 30 años. Lleno de ideas e innovación. El dia que no ne de gana de levantarme a trabar me voy.,,,1
14245, Pobre hombre alla no esta los INDH,,1,
14246, Como celebran las feminazi el  ?,,1,
14247,  Que empresa privada va invertir en un pais con terrorista y con una constitución que no da garantia de nada. El estado no tiene plata para ficiar mega proyecto. Ademas los precios de transporte se monopolizarían.  Dejen de soñar wea!,1,,
14248,       Patricia puedes ser mas clara porque entendia que los 2/3 era para el pleno,,1,
14249, Rindase!!,1,,
14250, Un buzon de carta. Estaban en la calle,,1,
14251, No veo tv chilena y menos cualquier artista zurdo. Se quedaron con la temática repetida de Pinochet. Debe renovarse,1,,
14252, Que paso con la constitucion bolivariana? Llena de derechos y que acá los ineptos se la estan copiando. En eso termina por imbeciles pidiendole derechos a la constitución de Pinochet.  ,1,,
14253, Imploran para entrar la pais mas neoliberalista huyendo de un socialismo. Lo que no sabe que cometieron el mismo error de caer en el socialismo.,1,,
14254,  Me cae bien este loco!! No es tocico como el Bassa o Loncon. Pero no le creo a la constitución,1,,
14255, Mientra el comunismo disfruta el pueblo come mierda ,1,,
14256, Mientras tanto Maduro disfruta el paraiso socialista ,1,,
14257, Que lo manden devuelta  y aprendan votar bien y nunca mas por el socialismo humanitario. Ellos votan como las wea y nosotros pagamos las consecuencia. Ya tenemos demas con la mierda de politicos aca en Chile.,1,,
14258, Esta fea cinica de mierda espera que los venezolanos vayan instalarse a su casa? ,1,,
14259,Esta care raja!! Se ríe de los Antofagastinos que    Votaron por ella . ,1,,
14260,  Care raja!!,1,,
14261, Hola pegate una vuelta a Antofagasta que eligio y esta la caga por tus ideas irreales. Baja de las nubes.,1,,
14262,Zurdos comunistas de Boric hostigando a los camioneros. Cínicos de mierda este paro no es político sino gremial. Les interesa un pico la gente. Solo su mierda ideológica. ,1,,
14263,  Bolivia estado socialista y plurinacional?? No puede ser si los comunistas tienen una vision humaistas. Valen callampa,1,,
14264,Veo a zurdos con histeria por   pidiendo a gritos un tren a Boric( como si se puede hacer de la noche a la mañana)Sin pensar que el paro es gremial y no político. Pero los zurdo no les interesa lo que angustia a los obreros sino su diabólico fin la toma del poder.,1,,
14265, Kast hablo con la verdad y la gente no le gusta la verdad. Le gusta que le cuente el cuento bonito para dormir tranquilito. Kast fue el único que hablo de la inflación y cortar el gasto innecesario porque se viene tiempo malos. La gente le gusto el cuento mas bonito.,,,1
14266, Voten bien para la otra!,,,1
14267,   Inmigracion legal no hay problema!! No a los ilegales. Que entren por la puerta no por el patio o la ventana.,1,,
14268," No puedo estar mas de acuerdo con esta pobre gente: Ellos tienen derecho a la libertad, a una buena vida. Ahora devuélvanse a Venezuela a exigir que el regímenen Socialista Chavista que se lo devuelva.",,,1
14269,   Fin a los Zoologicos....super enfocada en los problemas reales de Chile ,,,1
14270, Nada que realmente beneficie a Chile. Pura estupideces ,1,,
14271, Parece que los numeros no te hablan cono te jactas. Fue malos los numeros no dicen lo mismo.,1,,
14272, El concepto de refugiado aqui no procede. La ONU debiera estar en las fronteras.,,1,
14273,    Carlos Altamirano era otra cosa. No era un democrata convencido pero de una tremenda intelectualidad.,,,1
14274,  Esta feminista amachada no sabe que el problema de los Venezolanos delincuentes le va a llegar a su casa. Estos comunistas si una muerte no les sirven son unos despreciables.,1,,
14275,Florencia Lagos representa lo que se sabe del PC y el FA. Partidos de Boric que nunca les intereso el sufrimiento del Pueblo. La muerte de un trabajador del pueblo como Byron asesinado por Venezolanos no les sirve para sus despreciables propósito. Bestia humana.,1,,
14276, Asi el problema va ir afectando a todo Chile. En el gobierno de Boric van traerlo directo de la frontera al centro del pais. Esa gente que esta entrando es la delincuencia pura que puso Vzla como el pais con mas alta criminalidad en el mundo. De eso estamos hablando.,1,,
14277, el 11 de Marzo para enrostrarle a la clase politica entrante y saliente en el desastre que tienen a Chile. A ver si a ellos les va a gustar que le caguen la fiesta!!,1,,
14278,  Lo pideieron porque estan asesido a su compañeros. Vamos a ver si el mechero se atreve a eliminar el estado de excepcion,1,,
14279,  El sindicato lo va a manejar la CUT con Jadue,,1,
14280, Ya weon. El 11 marzo te llega el tren,,1,
14281, Ojala se cierto,,,1
14282, Mala cuea!!,1,,
14283,      Los bot escribieron la norma del soviet,,1,
14284,      Dale con lo mismo,,1,
14285,Manifedtacion de camioneros a esta hora en    á  ,,1,
14286," ahi esta los malditos culpables. Andan escondidos ninguno ahora sale alharaquear los DDHH de los delincuentes que están entrando Su patética ideología pudo mas que el interés real a los chilenos. A ti te hablo Catalina Perez  
 
",1,,
14287, weon cinico,1,,
14288,"  
 
 Hemos perdido nuestra soberania. No podemos controlar nuestras fronteras",1,,
14289, Grotesco show¡¡ hasta cuando se ríen de la gente esa convención de idiotas,1,,
14290, Cuidado!! No estara esperando que la delincuencia llegue a tu casa y pierdas tu bebe. ,1,,
14291,  Seguro !! La plata va a sobrar,,,1
14292,  Quien va invertir??,1,,
14293, Aaa yapu!!,,1,
14294, Acaso tu crees que el problema de la inmigración ilegal es unico responsable Piñera. Boric fue patrocite con Catalina Perez para cambiar las expulsiones en la nueva ley por motivados por  la cantaleta de los DDHH Toda la clase politica esta metida en esto. Hasta Bachelt,1,,
14295,  Esa ley no resuelve nada. Lo unico es salirse del pacto de la ONU que firmo Chile en temas de refugiados.,1,,
14296, Weona mentirosa! Lo que van hacer van a poner un bus en colchane y van trasládar los delincuentes a Magallane u otras regiones. La unica solucion es salirse del pacto de ONU emigraciones que se apituto Bachelet  ,1,,
14297,  Cagao!! Lee la historia de la humanidad,1,,
14298, Enfermo la cabeza,1,,
14299,Atención  esta flaite Catalina Perez es la gran promotora de la inmigración ilegal y ustedes votaron por ella. Pregunte donde esta ahora  ,1,,
14300," Ahora preguntan por Piñera? Desde el 18O no tenemos presidente porque lo derrocaron. Le tumbaron los ministros, bloquearon todas leyes, violaron la constitucion, lo acusaron constitucionalmente etc. Creyero que todo eso no iba traer consecuencia? Ha fallado toda la clase politica",1,,
14301, Que el mechero lo indulte,,1,
14302,Mientras Chile se hunde la CC sigue fumando opio y concentrada en temas que no son de real importancia para la vida del día a día de los chilenos.  ,1,,
14303,  El pais se hunde y la CC fumando opio,1,,
14304,"Adivinen cual es el plan de Boric y Bachelet con los emigrantes delincuentes , Ir a Colchanes buscarlo en un bus y repartirlo en la zona Central y Punta Arena ",1,,
14305," Donde esta esta mugre Catalina que permitió la muerte de un
trabajador ",1,,
14306, Pense que era ALF,,1,
14307, pense que era Alf,,1,
14308,Mientras Chile se defiende con angustia de los crímenes venezolanos   la CC vive su propio opio lejos del la realidad   ,1,,
14309, seguro,,,1
14310, cuando llegue a Ñuñoa y les falte el alimento a su perrito o el cafe arabe,1,,
14311,Donde estará Catalina Perez gozando sus vacaciones? Diputada de Antofagasta. Unas de las principales que promovió la libre inmigración. Maldita ctm   ,1,,
14312, Chile esta abandonado por su clase politica. Una convencion de locos solo para tomarse el poder; terrorismo desatado en el sur; entran animales venezolanos como quieren;  nuestras ciudades destruidas etc. No se puede vivir mas asi. ,1,,
14313, Hasta cuando gastamos plata en esa lacra,1,,
14314, Pero ya no queda ninguno. Ese payaso de la foto anda con pieles? Seguro!,1,,
14315,Insisto el paro  tiene que ser el 11 de marzo para levantarle la voz a la clase politica saliente y entraste por la caga que tienen al pais. ,1,,
14316,  Pepe esta la caga en el pais!! Los politicos lo destruyeron con leyes buenistas. El fracaso esta a la vista.,1,,
14317,El sabado todos frente el edificio de la  ONU queremos recuperar nuestra soberania ,,,1
14318,Parando los acceso a las mineras Chile para ,1,,
14319,La caga que esta en el pais es de absoluta responsabilidad de Piñera y del entrante Boric por boicotearlo. El pais perdio en esa guerra ,1,,
14320,Cierre total de frontera ahora!! ,1,,
14321, Csm!! Den correctamente la noticia,1,,
14322, Que le laven el pelo seria su oeor desgracia,1,,
14323, Se acuerdan cuando nos trataron de inhumano. Pero todo Antofagasta voto por Boric. Venezolanos malditos! ,1,,
14324,  y porque chucha nos debieran odiar esos csm venezolanos...que mierda le hemos hechos....ellos se vinieron a Chile porque es un pais como el pico que no supo votar y mas encima no son capaz de sacar al ignorante de Maduro que los tiene comiendo mierda...pais de mierda,1,,
14325, son puros delincuentes no hay que tener pena por esa mugre...,1,,
14326," todavia no me encuentro con un venezolano bueno. Son todos pesados, prepotente y quejumbrosos",1,,
14327,  expulsion?? que pasen adentro sufriendo y después los lanzan al mar nada de expulsion,1,,
14328, no hay que ser muy vivo para darse cuenta que vino una orden que le dijo: Aun no es el momento.,,1,
14329, osea hasta ella voto en contra?....quien ordeno esto?,,1,
14330,   donde queda esa caga de la ONU para ir a gritarle asesino?,1,,
14331,   si ctm,1,,
14332,  si ctm,1,,
14333, si ctm,1,,
14334, Dos asesino de nacionalidad venezolana que ingresaron ilegalmente ayudado por ONU y DDHH asesinaron a un camionero trabajador.,1,,
14335, donde queda la sede de esa wea?,,1,
14336, Venezolanos malditos¡¡¡ CSM merecen lo pero de nosotros. Hasta cuando aguantamos a estos mal nacidos. Malditos sean.,1,,
14337, Porque la gente puso el grito en el cielo!!,,1,
14338, Te sientes o indefenso. No estas seguros y tienes temor a que no estan en lugar correcto.,1,,
14339, Y quienes son los culpable? Autocritica?,,1,
14340,  Hasta hora la constitucion de los 80 es lejos mas democrática que las normas que han presentado,,1,
14341,  Por que no se hizo antes? Era lo mas antidemocrata. Se supones que los males de la cont 80 es que no era suficientemente democratica,,1,
14342, Creo que para esto tenemos que mejorar mucho el estado y tener recursos para proyectos innovadores. De otra forma no le veo futuro.,1,,
14343,Después del 18O Chile se ha deteriorado y  a nivel internacional lo ven así. Acá se nos miente que la primavera llegó. No es cierto  ,1,,
14344,  que no panda el cunico,,,1
14345, Mas irresponsables fueron la que la mataron antes de nacer.,1,,
14346, No se oye padre!! Saliero como cuatro gatos a bajarle el perfil. No vi gente horrorizada.,1,,
14347,  Cual cambio? Un soviet chileno?,1,,
14348, Esta pidiendo mucho. Aparte ya ni el mismo reflexiona. Lo escuche en Radio BioBio echandole la culpa a la derecha de las estupideces que estan proponiendo.,1,,
14349, No veo ninguna propuesta sensata que beneficie a la gente. Solo ideas radicales.,1,,
14350, La filmación fue consentida supongo,,,1
14351,   Caro,,1,
14352, Uno confia!! Alla ellos si te cagan,,,1
14353, pense que eramos mas serios...no se quejen si unos los deja,1,,
14354, que ganen no sera problema...sera inaplicable..ese sera el problema y ya no dependerá de los pinochetistas,1,,
14355," nica pago por eso, afuera de chile es menos",,1,
14356, Proponer al pais un regimen mas sanguinario del mundo no puede ser tomado como un hecho aislado.,1,,
14357, Un par?? no paren lo sucedido,,1,
14358, Demasiado tarde. Se esta ya discutiendo lo particular y no mejora.,1,,
14359,"Derribaron la estatua de Baquedano, de Valdivia, Odian a Pinochet . Pero nos proponen el régimen sanguinario de Stalin  criminal de lesa humanidad ",1,,
14360, Si hay temas vetados. La conquista de Chile y Pedro de Valdivia. No Stalin,,1,
14361,"  Si hay temas vetados: la conquista de Chile, Baquedano, Pinochet. No Stalin",,1,
14362, Entonces por qué ?? Crearon la regla negacionista por defender los logros de Pinochet. No es democratico proponer a Chile un regímenes sangriento como el soviet. Las cosas por su nombre.,1,,
14363,La   puede proponer a Chile  instalar un regimen como el sovietico el mas sangriento violador de los DDHH de toda la humanidad y eso es democracia. Pero derriban al gral Baquedano y si lo defiendes eres negacionista.,1,,
14364,  pero aqui se hicieron los weones ,1,,
14365, Crees tu que es un valor proponer  al pais el regimen sovietico mas sangriento y violador de los DDHH con millones de crimenes de lesa humanidad y por el otro lado se niegue hablar de Pinochet acusandolo de negacionistas. Las contradicciones son elocuentes y pateticas.,1,,
14366, Pense que se habia muerto,1,,
14367, Por eso que a Jadue le volaron la raja,1,,
14368, Por qué ?? No el 100%,,1,
14369, Arturo! No tiene porque aclarar nada si se aprobo o no. Esa propuesta es negacionista de los millones de crimenes producto de ese regimenes que violo los DDHH con crimenes de lesa humanidad. Esa convencional debe ser acusada por negacionista. Viola el espiritu de la convención.,1,,
14370,"      Cuando se defiende a Pinochet en la CC es negacionismo, pero cuando se propone una dictadura sangrienta como la sovietica es legitimanente democratica. Esto ya se paso de la raya.",1,,
14371,      Y entonces porque se prohibe en la CC defender a Pinochet y se le acusa de negacionista.?,,1,
14372,     Es que Patricia usted no entiende que la gente no tiene por que estar adivido lo que pasa por la cabeza de ustedes. Si hay una propuesta es porque asumimos que muchos la respaldan. La calle debe debatirlas. Aun asi. Hay miedo al debate y rechazo?,1,,
14373, Prensa Basura!! Escandalo Tere Marinovic Se olvidaron cuando le pasaron todos los microfonos a la demente de la Jiles para insultar a Piñera ,1,,
14374, Alguien piensa que el pelao Vade no es un csm!,1,,
14375, Y cuando Gritan Piñera ctm!!,1,,
14376,ónCulia metanse en la raja su modelo union sovietica,1,,
14377, A esta altura ya hasta venezuela nos mira raro. No quieren ser como nosotros. Exportaremos nuestra revolución.,1,,
14378," Gamba ya no es poder!! Estara manejados por politicos, gremios , y tribus de pueblos originarios. Por eso pasa ser ahora al servicio del cliente.",,1,
14379, Bien!!,,,1
14380, Recien se estan dando cuenta que hay ultrones con idea absurdas. No los van a controlar son muchos!! No hay llaneros solitarios sino muchos locos dando vuelta. Pocos cuerdos.,1,,
14381, La paridad de genero solo sirvio para que?,,1,
14382, Por que sale Bassa? Y no sale todo el pleno con su presidente!! Una chacra.,1,,
14383, Da lo mismo son unos csm!!,1,,
14384,En una constitución que los zurdos proclaman a todos los vientos los DDHH finalmente reafirman que quieren ser como la Union Sovietica. La lista del pueblo se sigue superando,,1,
14385, Adelante compañere!! Allende nos mostro el camino. Un tiro en el hocico.,1,,
14386,  Nombre?,,1,
14387," Años que deje de turistear en Chile, mas de 15 años, demasiado caro. Europa ya es mas barato.",,1,
14388,   En esa asamble no hay razonamiento. Esto seguira asi hasta en el pleno. No engañarse. Se que les duele reconocer que se los cagaron pero fue asi. Bassa no es creíble.,1,,
14389," Cuando se escriban las paginas de la historia del por qué ?? Fracaso la CC este toxico estara en los primero lugares por su arrogancia, prepotencia, ignorancia ",1,,
14390, La Convencion fracaso. Asúmanlo no representa el verdadero espiritu de cambio que Chile buscaba. Sera una pagina triste en la historia donde muchos no quierran estar. Per no van poder evadir tal responsabilidad.,1,,
14391,  Entonces por qué ?? Se discute. No hay previo acuerdo que materias son viable de presentar. No le creo nada a Bassa. Nada,1,,
14392, Mejor asi cerramos INDH,,1,
14393, Que pasa si el  impone su constitucion violando todos los tratados de DDH?? Quiere decir que el resto nos podemos pasar por la raja tambien y comenzar a tomar acciones de levantamientos.,1,,
14394,  Entonces ?? No hay trabajo previo ahi. Cualquier mono y cualquier cosa y el tiempo se termina,,1,
14395, A esta ultura hasta Chilezuela me parece mejor que la URSS🙄👀😶,1,,
14396, Naftalina,,1,
14397,La CC ahora quiere que seamos como la URSS mediante una Asamblea Plurinacional para que concentre todo el poder. Que dira el resto del mundo. ,,1,
14398,  Seguro que la derecha le pone palabra en el hicico para hablar wea anacronicas como la URSS,,1,
14399,   Que concentre todo el poder? Excelente como no se les ocurrio a los franceses!!,,1,
14400,"Convencionales proponen disolver los poderes del Estado y crear una Asamblea Plurinacional"" | EL DÍNAMO Política """,,1,
14401,"Nos dijeron Pinochetistas, derechistas, fachos pobres, asesinos, negacionistas, que todo era campaña del terror. El tiempo puso todo en su lugar. Luchamos juntos y se termina la Republica que fuimos toda nuestra vida como pais.  No a la Asamblea Plurinacional ",,1,
14402, seguro¡¡¡¡ no se preocupen....durmieron mal anoche...ya es mucho,1,,
14403,  Con Bolivia?? puf cada vez bajamos mas la vara...,1,,
14404, Hasta cuando sigue esperando convencerse ,1,,
14405,Asamblea Plurinacional la nueva joyita de la lista del pueblo arrasando con los demás poderes de una republica. El desmembramientos del pais. Eso en cualquier pais del mundo termina en la carcel. Elsa Labraña a la carcel. ,1,,
14406,  Entiendes el concepto Republica?? seguro que pasarias todas las demas leyes por cierta parte del cuerpo y no va haber ningun tipo de consecuencias?,1,,
14407, Los Convencionales de la Lista del Pueblo ya entraron en el delirio máximo con la guatona Elsa Labraña. Proponen acabar con la vida Republicana desde su nacimiento  de Chile. Que van a decir los otros poderes del estado?. ,,1,
14408,"  esto nos demuestra que la lista del pueblo esta vivita y coleando...solo se cambio de nombre porque le pillaron todas la mugre que eran, pero ahora volvieron",1,,
14409,  aqui estan los ignorantes flaites que se pitiaron la CC,1,,
14410, alguien creyo de verdad que iba a salir algo bueno de esto..?,1,,
14411," A Castillo en Perú lo están sacando por ignorante y acá tenemos una convención de ignorantes. Sin ningún tipo de competencias Fraccionados, Fanáticos y extremos de prepotente dueño de la absoluta verdad. No sigan con eso no vale la pena.",1,,
14412, Boric! Por qué ?? No te callas. Fuerte reaccion provoca Boric con sus declaraciones intervencionistas. ,1,,
14413,A este weon nadie le mando la pata en el hocico? En   Cadem ,1,,
14414, Veremos cual sera tu aporte! Si te dedicaras todo el dia al caguin y no justificar el dinero que te llevo a la camara.,1,,
